0,1.000000,4.228837,1.000000,5.881222
0,1.376842,10.000000,4.897244,10.000000
1,1.000000,4.854177,1.000000,3.865349
1,1.000000,10.000000,2.284341,10.000000
2,1.000000,4.406964,1.000000,3.929319
2,3.059093,10.000000,1.737754,10.000000
3,1.000000,2.862850,1.000000,3.745384
3,2.757289,10.000000,1.620472,10.000000
4,1.000000,5.327482,1.000000,1.778680
4,1.738029,10.000000,1.000000,10.000000
